kota_administrasi,kecamatan,kelurahan,rw,tgl_kejadian,bulan_kejadian,rainFall_mm,rainDuration_minutes,ketinggian_air_min_cm,ketinggian_air_max_cm,waktu_kejadian
Jakarta Timur,Pasar Rebo,Cijantung,06,2024-01-05,Januari,127.8,190,36,68,14:07
Jakarta Timur,Pasar Rebo,Cijantung,01,2024-01-19,Januari,137.2,214,34,74,21:13
Jakarta Timur,Pasar Rebo,Cijantung,07,2024-02-03,Februari,179.2,233,26,69,02:17
Jakarta Timur,Pasar Rebo,Cijantung,03,2024-02-15,Februari,177.1,206,34,86,22:24
Jakarta Timur,Pasar Rebo,Cijantung,07,2024-03-20,Maret,88.3,108,16,81,23:53
Jakarta Timur,Pasar Rebo,Cijantung,02,2024-03-28,Maret,80.2,121,19,69,01:24
Jakarta Timur,Pasar Rebo,Cijantung,10,2024-04-23,April,55.7,27,3,13,05:23
Jakarta Timur,Pasar Rebo,Cijantung,06,2024-05-08,Mei,8.7,13,8,14,23:51
Jakarta Timur,Pasar Rebo,Cijantung,13,2024-06-19,Juni,38.2,41,1,38,07:02
Jakarta Timur,Pasar Rebo,Cijantung,13,2024-07-18,Juli,21.2,50,0,33,07:08
Jakarta Timur,Pasar Rebo,Cijantung,03,2024-08-08,Agustus,35.9,21,3,28,13:20
Jakarta Timur,Pasar Rebo,Cijantung,05,2024-09-09,September,32.6,9,10,28,13:54
Jakarta Timur,Pasar Rebo,Cijantung,11,2024-10-14,Oktober,126.9,223,30,88,22:20
Jakarta Timur,Pasar Rebo,Cijantung,02,2024-10-03,Oktober,110.2,209,33,67,03:20
Jakarta Timur,Pasar Rebo,Cijantung,09,2024-11-24,November,72.0,191,30,60,20:12
Jakarta Timur,Pasar Rebo,Cijantung,09,2024-11-08,November,82.9,174,42,80,12:10
Jakarta Timur,Pasar Rebo,Cijantung,07,2024-12-12,Desember,80.0,226,29,50,18:38
Jakarta Timur,Pasar Rebo,Cijantung,13,2024-12-09,Desember,67.5,209,14,46,19:22
Jakarta Timur,Pasar Rebo,Baru,02,2024-01-28,Januari,94.1,96,31,82,16:55
Jakarta Timur,Pasar Rebo,Baru,04,2024-01-08,Januari,122.9,104,18,79,13:21
Jakarta Timur,Pasar Rebo,Baru,10,2024-02-21,Februari,190.8,124,9,133,23:58
Jakarta Timur,Pasar Rebo,Baru,12,2024-02-26,Februari,177.8,135,20,131,19:12
Jakarta Timur,Pasar Rebo,Baru,04,2024-03-08,Maret,87.2,88,6,118,08:27
Jakarta Timur,Pasar Rebo,Baru,09,2024-03-27,Maret,78.7,105,12,123,23:23
Jakarta Timur,Pasar Rebo,Baru,10,2024-04-28,April,27.2,31,1,11,06:16
Jakarta Timur,Pasar Rebo,Baru,12,2024-05-26,Mei,36.4,4,13,23,14:14
Jakarta Timur,Pasar Rebo,Baru,13,2024-06-10,Juni,51.3,41,3,14,12:36
Jakarta Timur,Pasar Rebo,Baru,03,2024-07-18,Juli,49.5,7,11,44,00:16
Jakarta Timur,Pasar Rebo,Baru,07,2024-08-13,Agustus,21.3,55,8,27,10:27
Jakarta Timur,Pasar Rebo,Baru,10,2024-09-11,September,31.5,8,0,44,00:52
Jakarta Timur,Pasar Rebo,Baru,01,2024-10-23,Oktober,181.3,137,32,94,06:13
Jakarta Timur,Pasar Rebo,Baru,12,2024-10-26,Oktober,188.2,126,25,85,23:03
Jakarta Timur,Pasar Rebo,Baru,15,2024-11-28,November,89.6,61,30,104,07:25
Jakarta Timur,Pasar Rebo,Baru,11,2024-11-10,November,59.6,64,40,90,07:17
Jakarta Timur,Pasar Rebo,Baru,08,2024-12-05,Desember,188.8,124,26,99,20:54
Jakarta Timur,Pasar Rebo,Baru,12,2024-12-06,Desember,172.9,125,19,94,04:35
Jakarta Timur,Pasar Rebo,Kalisari,09,2024-01-24,Januari,82.8,88,41,65,15:43
Jakarta Timur,Pasar Rebo,Kalisari,13,2024-01-17,Januari,104.2,91,29,68,21:30
Jakarta Timur,Pasar Rebo,Kalisari,13,2024-02-16,Februari,109.2,75,29,89,23:04
Jakarta Timur,Pasar Rebo,Kalisari,07,2024-02-23,Februari,119.2,58,38,78,17:53
Jakarta Timur,Pasar Rebo,Kalisari,01,2024-03-17,Maret,84.5,156,9,95,23:08
Jakarta Timur,Pasar Rebo,Kalisari,03,2024-03-13,Maret,93.4,146,6,81,12:41
Jakarta Timur,Pasar Rebo,Kalisari,15,2024-04-06,April,38.0,25,9,17,17:29
Jakarta Timur,Pasar Rebo,Kalisari,14,2024-05-03,Mei,44.2,52,5,38,04:16
Jakarta Timur,Pasar Rebo,Kalisari,03,2024-06-10,Juni,24.2,22,0,22,18:59
Jakarta Timur,Pasar Rebo,Kalisari,13,2024-07-13,Juli,10.9,48,1,7,20:19
Jakarta Timur,Pasar Rebo,Kalisari,03,2024-08-27,Agustus,14.4,33,3,44,14:42
Jakarta Timur,Pasar Rebo,Kalisari,05,2024-09-10,September,51.7,49,8,13,17:50
Jakarta Timur,Pasar Rebo,Kalisari,15,2024-10-06,Oktober,157.6,138,18,65,10:05
Jakarta Timur,Pasar Rebo,Kalisari,14,2024-10-12,Oktober,160.7,158,22,77,21:29
Jakarta Timur,Pasar Rebo,Kalisari,03,2024-11-24,November,127.0,81,30,71,04:31
Jakarta Timur,Pasar Rebo,Kalisari,02,2024-11-01,November,127.7,80,33,86,07:15
Jakarta Timur,Pasar Rebo,Kalisari,11,2024-12-25,Desember,108.6,227,17,47,04:50
Jakarta Timur,Pasar Rebo,Kalisari,02,2024-12-24,Desember,94.0,220,6,43,06:02
Jakarta Timur,Cakung,Cakung,13,2024-01-21,Januari,101.3,190,17,63,22:06
Jakarta Timur,Cakung,Cakung,01,2024-01-21,Januari,112.1,219,14,58,13:42
Jakarta Timur,Cakung,Cakung,07,2024-02-19,Februari,74.2,193,32,69,05:11
Jakarta Timur,Cakung,Cakung,10,2024-02-08,Februari,56.5,187,34,85,00:57
Jakarta Timur,Cakung,Cakung,09,2024-03-17,Maret,154.5,159,35,101,14:37
Jakarta Timur,Cakung,Cakung,12,2024-03-19,Maret,122.5,175,16,112,22:35
Jakarta Timur,Cakung,Cakung,12,2024-04-27,April,60.2,20,9,20,23:48
Jakarta Timur,Cakung,Cakung,12,2024-05-05,Mei,16.8,46,5,19,12:48
Jakarta Timur,Cakung,Cakung,01,2024-06-05,Juni,23.6,23,10,12,16:29
Jakarta Timur,Cakung,Cakung,06,2024-07-09,Juli,21.3,37,4,4,06:02
Jakarta Timur,Cakung,Cakung,08,2024-08-10,Agustus,14.4,61,3,9,08:45
Jakarta Timur,Cakung,Cakung,07,2024-09-20,September,30.0,49,4,11,21:27
Jakarta Timur,Cakung,Cakung,15,2024-10-14,Oktober,112.3,157,41,68,10:47
Jakarta Timur,Cakung,Cakung,11,2024-10-08,Oktober,107.4,146,42,78,13:28
Jakarta Timur,Cakung,Cakung,04,2024-11-13,November,156.1,244,38,108,06:37
Jakarta Timur,Cakung,Cakung,12,2024-11-15,November,143.1,213,26,128,18:17
Jakarta Timur,Cakung,Cakung,01,2024-12-08,Desember,81.9,105,40,79,22:47
Jakarta Timur,Cakung,Cakung,04,2024-12-03,Desember,59.5,109,48,78,14:16
Jakarta Timur,Cakung,Cakung Timur,11,2024-01-20,Januari,145.1,212,13,65,09:05
Jakarta Timur,Cakung,Cakung Timur,12,2024-01-28,Januari,150.8,224,13,66,04:54
Jakarta Timur,Cakung,Cakung Timur,08,2024-02-27,Februari,70.9,231,43,98,21:08
Jakarta Timur,Cakung,Cakung Timur,09,2024-02-14,Februari,67.7,234,36,119,21:58
Jakarta Timur,Cakung,Cakung Timur,04,2024-03-18,Maret,62.3,166,34,87,15:00
Jakarta Timur,Cakung,Cakung Timur,01,2024-03-22,Maret,42.9,154,46,108,10:22
Jakarta Timur,Cakung,Cakung Timur,09,2024-04-08,April,42.1,61,2,19,02:38
Jakarta Timur,Cakung,Cakung Timur,09,2024-05-22,Mei,19.7,55,3,20,23:51
Jakarta Timur,Cakung,Cakung Timur,14,2024-06-14,Juni,4.5,44,5,14,23:26
Jakarta Timur,Cakung,Cakung Timur,03,2024-07-17,Juli,6.4,24,4,19,04:05
Jakarta Timur,Cakung,Cakung Timur,02,2024-08-17,Agustus,49.2,9,9,23,11:20
Jakarta Timur,Cakung,Cakung Timur,12,2024-09-20,September,6.2,51,0,29,13:33
Jakarta Timur,Cakung,Cakung Timur,13,2024-10-21,Oktober,94.8,211,22,65,09:54
Jakarta Timur,Cakung,Cakung Timur,01,2024-10-06,Oktober,104.9,200,25,59,00:26
Jakarta Timur,Cakung,Cakung Timur,09,2024-11-22,November,73.6,231,16,68,12:10
Jakarta Timur,Cakung,Cakung Timur,12,2024-11-18,November,88.4,203,27,66,16:42
Jakarta Timur,Cakung,Cakung Timur,05,2024-12-10,Desember,68.8,223,42,129,23:30
Jakarta Timur,Cakung,Cakung Timur,13,2024-12-28,Desember,88.1,251,24,110,05:12
Jakarta Timur,Cakung,Rawa Terate,04,2024-01-14,Januari,174.7,135,42,65,14:07
Jakarta Timur,Cakung,Rawa Terate,07,2024-01-06,Januari,191.9,138,34,55,21:39
Jakarta Timur,Cakung,Rawa Terate,01,2024-02-09,Februari,106.3,222,23,97,02:49
Jakarta Timur,Cakung,Rawa Terate,15,2024-02-13,Februari,134.0,209,15,102,08:56
Jakarta Timur,Cakung,Rawa Terate,09,2024-03-03,Maret,72.2,108,45,112,23:18
Jakarta Timur,Cakung,Rawa Terate,09,2024-03-21,Maret,93.1,94,32,111,07:56
Jakarta Timur,Cakung,Rawa Terate,10,2024-04-17,April,4.0,43,15,16,07:43
Jakarta Timur,Cakung,Rawa Terate,03,2024-05-23,Mei,47.4,56,11,18,20:27
Jakarta Timur,Cakung,Rawa Terate,01,2024-06-06,Juni,18.8,3,7,33,11:47
Jakarta Timur,Cakung,Rawa Terate,01,2024-07-16,Juli,41.2,57,5,20,08:17
Jakarta Timur,Cakung,Rawa Terate,05,2024-08-27,Agustus,58.3,12,6,12,09:18
Jakarta Timur,Cakung,Rawa Terate,04,2024-09-02,September,45.8,76,1,25,20:34
Jakarta Timur,Cakung,Rawa Terate,13,2024-10-12,Oktober,123.2,189,27,96,08:49
Jakarta Timur,Cakung,Rawa Terate,06,2024-10-04,Oktober,99.6,189,31,110,14:22
Jakarta Timur,Cakung,Rawa Terate,08,2024-11-14,November,55.2,80,42,107,18:30
Jakarta Timur,Cakung,Rawa Terate,09,2024-11-12,November,64.7,57,48,109,04:19
Jakarta Timur,Cakung,Rawa Terate,09,2024-12-20,Desember,107.7,51,27,102,07:49
Jakarta Timur,Cakung,Rawa Terate,01,2024-12-24,Desember,122.2,72,39,102,15:20
Jakarta Timur,Cakung,Jatinegara,06,2024-01-05,Januari,100.9,215,17,82,00:25
Jakarta Timur,Cakung,Jatinegara,08,2024-01-09,Januari,93.0,215,23,79,22:40
Jakarta Timur,Cakung,Jatinegara,10,2024-02-04,Februari,81.9,235,41,56,10:44
Jakarta Timur,Cakung,Jatinegara,10,2024-02-20,Februari,71.6,206,28,65,22:05
Jakarta Timur,Cakung,Jatinegara,08,2024-03-06,Maret,68.2,83,18,91,17:22
Jakarta Timur,Cakung,Jatinegara,06,2024-03-28,Maret,61.9,70,31,111,17:11
Jakarta Timur,Cakung,Jatinegara,14,2024-04-23,April,14.3,27,3,23,16:02
Jakarta Timur,Cakung,Jatinegara,08,2024-05-27,Mei,28.3,42,3,25,06:20
Jakarta Timur,Cakung,Jatinegara,11,2024-06-24,Juni,41.9,46,2,5,14:34
Jakarta Timur,Cakung,Jatinegara,03,2024-07-16,Juli,25.2,7,6,22,07:30
Jakarta Timur,Cakung,Jatinegara,09,2024-08-12,Agustus,17.2,34,5,23,07:40
Jakarta Timur,Cakung,Jatinegara,05,2024-09-03,September,15.7,0,11,22,16:17
Jakarta Timur,Cakung,Jatinegara,08,2024-10-21,Oktober,166.7,139,13,70,02:01
Jakarta Timur,Cakung,Jatinegara,05,2024-10-02,Oktober,180.8,150,18,84,03:22
Jakarta Timur,Cakung,Jatinegara,14,2024-11-25,November,158.4,223,40,54,19:57
Jakarta Timur,Cakung,Jatinegara,13,2024-11-09,November,168.8,250,33,63,00:50
Jakarta Timur,Cakung,Jatinegara,07,2024-12-11,Desember,61.7,78,4,80,08:57
Jakarta Timur,Cakung,Jatinegara,12,2024-12-18,Desember,55.1,65,8,95,04:02
Jakarta Timur,Cakung,Penggilingan,02,2024-01-15,Januari,156.6,166,45,133,00:16
Jakarta Timur,Cakung,Penggilingan,08,2024-01-03,Januari,153.8,155,44,109,18:33
Jakarta Timur,Cakung,Penggilingan,13,2024-02-27,Februari,183.7,166,17,42,00:43
Jakarta Timur,Cakung,Penggilingan,10,2024-02-16,Februari,171.7,190,14,35,20:51
Jakarta Timur,Cakung,Penggilingan,07,2024-03-21,Maret,174.0,195,5,122,10:22
Jakarta Timur,Cakung,Penggilingan,01,2024-03-03,Maret,146.9,170,16,114,05:11
Jakarta Timur,Cakung,Penggilingan,01,2024-04-13,April,52.3,35,10,21,05:31
Jakarta Timur,Cakung,Penggilingan,05,2024-05-17,Mei,53.3,39,4,22,10:24
Jakarta Timur,Cakung,Penggilingan,15,2024-06-18,Juni,70.0,10,1,28,18:08
Jakarta Timur,Cakung,Penggilingan,14,2024-07-25,Juli,19.3,42,0,1,18:45
Jakarta Timur,Cakung,Penggilingan,10,2024-08-01,Agustus,31.7,46,3,48,13:00
Jakarta Timur,Cakung,Penggilingan,02,2024-09-03,September,31.0,9,11,27,16:18
Jakarta Timur,Cakung,Penggilingan,10,2024-10-24,Oktober,132.3,149,15,120,17:02
Jakarta Timur,Cakung,Penggilingan,14,2024-10-24,Oktober,110.6,117,19,118,09:46
Jakarta Timur,Cakung,Penggilingan,11,2024-11-27,November,49.0,169,15,63,12:02
Jakarta Timur,Cakung,Penggilingan,07,2024-11-24,November,45.0,156,17,66,04:23
Jakarta Timur,Cakung,Penggilingan,04,2024-12-20,Desember,85.8,174,15,59,01:54
Jakarta Timur,Cakung,Penggilingan,06,2024-12-15,Desember,102.4,174,19,69,23:38
Jakarta Timur,Cakung,Pulo Gebang,15,2024-01-27,Januari,146.4,190,16,117,22:57
Jakarta Timur,Cakung,Pulo Gebang,01,2024-01-21,Januari,118.2,204,8,125,21:43
Jakarta Timur,Cakung,Pulo Gebang,15,2024-02-11,Februari,131.8,71,13,49,05:49
Jakarta Timur,Cakung,Pulo Gebang,04,2024-02-04,Februari,162.6,76,23,46,12:19
Jakarta Timur,Cakung,Pulo Gebang,14,2024-03-01,Maret,68.0,138,20,119,07:59
Jakarta Timur,Cakung,Pulo Gebang,15,2024-03-24,Maret,58.7,108,11,109,02:03
Jakarta Timur,Cakung,Pulo Gebang,02,2024-04-27,April,43.3,29,5,25,20:25
Jakarta Timur,Cakung,Pulo Gebang,15,2024-05-18,Mei,46.2,43,7,33,03:23
Jakarta Timur,Cakung,Pulo Gebang,10,2024-06-03,Juni,45.5,3,9,11,06:11
Jakarta Timur,Cakung,Pulo Gebang,09,2024-07-25,Juli,23.5,0,3,14,19:27
Jakarta Timur,Cakung,Pulo Gebang,11,2024-08-07,Agustus,6.7,33,5,39,15:25
Jakarta Timur,Cakung,Pulo Gebang,11,2024-09-02,September,38.7,11,4,15,08:56
Jakarta Timur,Cakung,Pulo Gebang,07,2024-10-02,Oktober,185.4,168,27,115,23:44
Jakarta Timur,Cakung,Pulo Gebang,09,2024-10-14,Oktober,184.5,167,25,127,22:46
Jakarta Timur,Cakung,Pulo Gebang,08,2024-11-06,November,164.2,201,7,73,20:56
Jakarta Timur,Cakung,Pulo Gebang,10,2024-11-17,November,147.7,217,25,81,23:41
Jakarta Timur,Cakung,Pulo Gebang,12,2024-12-15,Desember,113.9,165,22,55,07:11
Jakarta Timur,Cakung,Pulo Gebang,11,2024-12-05,Desember,88.6,171,23,48,10:26
Jakarta Timur,Cakung,Ujung Menteng,08,2024-01-01,Januari,53.0,215,20,59,11:09
Jakarta Timur,Cakung,Ujung Menteng,03,2024-01-24,Januari,71.2,228,22,52,18:33
Jakarta Timur,Cakung,Ujung Menteng,07,2024-02-28,Februari,144.9,224,24,88,01:42
Jakarta Timur,Cakung,Ujung Menteng,13,2024-02-21,Februari,159.4,215,29,87,22:49
Jakarta Timur,Cakung,Ujung Menteng,14,2024-03-24,Maret,144.0,113,16,110,16:01
Jakarta Timur,Cakung,Ujung Menteng,11,2024-03-26,Maret,146.3,109,21,102,02:40
Jakarta Timur,Cakung,Ujung Menteng,06,2024-04-23,April,72.8,64,6,12,16:32
Jakarta Timur,Cakung,Ujung Menteng,15,2024-05-15,Mei,38.7,40,8,20,19:17
Jakarta Timur,Cakung,Ujung Menteng,14,2024-06-20,Juni,5.6,29,0,14,05:06
Jakarta Timur,Cakung,Ujung Menteng,06,2024-07-17,Juli,33.9,45,7,21,18:58
Jakarta Timur,Cakung,Ujung Menteng,08,2024-08-18,Agustus,49.0,38,13,24,23:57
Jakarta Timur,Cakung,Ujung Menteng,15,2024-09-27,September,18.8,18,2,2,14:01
Jakarta Timur,Cakung,Ujung Menteng,03,2024-10-16,Oktober,170.9,95,31,42,00:35
Jakarta Timur,Cakung,Ujung Menteng,01,2024-10-15,Oktober,157.4,87,28,68,08:42
Jakarta Timur,Cakung,Ujung Menteng,06,2024-11-26,November,189.9,124,29,44,15:59
Jakarta Timur,Cakung,Ujung Menteng,08,2024-11-27,November,173.1,113,30,45,12:32
Jakarta Timur,Cakung,Ujung Menteng,08,2024-12-18,Desember,79.6,163,23,78,10:46
Jakarta Timur,Cakung,Ujung Menteng,13,2024-12-07,Desember,49.7,170,35,76,02:55
Jakarta Timur,Duren Sawit,Pondok Bambu,03,2024-01-22,Januari,68.9,244,32,71,02:30
Jakarta Timur,Duren Sawit,Pondok Bambu,04,2024-01-27,Januari,55.2,253,34,50,13:34
Jakarta Timur,Duren Sawit,Pondok Bambu,15,2024-02-01,Februari,175.4,173,13,86,03:22
Jakarta Timur,Duren Sawit,Pondok Bambu,15,2024-02-03,Februari,171.2,161,6,103,21:46
Jakarta Timur,Duren Sawit,Pondok Bambu,02,2024-03-20,Maret,88.9,173,35,72,16:03
Jakarta Timur,Duren Sawit,Pondok Bambu,01,2024-03-08,Maret,101.9,155,30,69,05:29
Jakarta Timur,Duren Sawit,Pondok Bambu,12,2024-04-02,April,7.4,41,8,17,04:36
Jakarta Timur,Duren Sawit,Pondok Bambu,03,2024-05-02,Mei,7.1,57,1,12,10:59
Jakarta Timur,Duren Sawit,Pondok Bambu,07,2024-06-10,Juni,36.8,0,5,48,19:10
Jakarta Timur,Duren Sawit,Pondok Bambu,06,2024-07-21,Juli,69.1,42,3,4,07:11
Jakarta Timur,Duren Sawit,Pondok Bambu,08,2024-08-13,Agustus,24.9,50,11,36,07:47
Jakarta Timur,Duren Sawit,Pondok Bambu,10,2024-09-07,September,17.9,47,6,19,23:36
Jakarta Timur,Duren Sawit,Pondok Bambu,02,2024-10-26,Oktober,146.6,255,21,108,05:51
Jakarta Timur,Duren Sawit,Pondok Bambu,09,2024-10-22,Oktober,182.8,222,13,110,12:27
Jakarta Timur,Duren Sawit,Pondok Bambu,13,2024-11-25,November,100.9,102,27,85,08:42
Jakarta Timur,Duren Sawit,Pondok Bambu,06,2024-11-18,November,102.6,82,30,81,07:31
Jakarta Timur,Duren Sawit,Pondok Bambu,01,2024-12-19,Desember,136.0,101,23,65,05:56
Jakarta Timur,Duren Sawit,Pondok Bambu,12,2024-12-13,Desember,142.5,99,28,91,03:23
Jakarta Timur,Duren Sawit,Duren Sawit,01,2024-01-19,Januari,110.9,162,33,50,16:01
Jakarta Timur,Duren Sawit,Duren Sawit,09,2024-01-25,Januari,87.8,149,21,49,11:57
Jakarta Timur,Duren Sawit,Duren Sawit,11,2024-02-11,Februari,119.4,252,21,90,23:54
Jakarta Timur,Duren Sawit,Duren Sawit,07,2024-02-05,Februari,141.1,248,14,106,23:53
Jakarta Timur,Duren Sawit,Duren Sawit,06,2024-03-13,Maret,175.5,186,50,65,02:10
Jakarta Timur,Duren Sawit,Duren Sawit,08,2024-03-09,Maret,155.4,192,47,68,13:46
Jakarta Timur,Duren Sawit,Duren Sawit,03,2024-04-26,April,31.5,34,5,34,13:34
Jakarta Timur,Duren Sawit,Duren Sawit,09,2024-05-26,Mei,51.4,29,0,13,13:07
Jakarta Timur,Duren Sawit,Duren Sawit,13,2024-06-16,Juni,60.7,7,15,23,05:20
Jakarta Timur,Duren Sawit,Duren Sawit,05,2024-07-06,Juli,33.1,41,0,29,00:41
Jakarta Timur,Duren Sawit,Duren Sawit,07,2024-08-05,Agustus,53.7,21,4,6,12:45
Jakarta Timur,Duren Sawit,Duren Sawit,14,2024-09-15,September,13.0,51,0,30,13:47
Jakarta Timur,Duren Sawit,Duren Sawit,01,2024-10-07,Oktober,182.8,189,21,56,04:57
Jakarta Timur,Duren Sawit,Duren Sawit,04,2024-10-01,Oktober,176.5,170,40,45,19:57
Jakarta Timur,Duren Sawit,Duren Sawit,11,2024-11-10,November,118.7,94,13,86,17:21
Jakarta Timur,Duren Sawit,Duren Sawit,13,2024-11-24,November,127.7,100,23,74,11:50
Jakarta Timur,Duren Sawit,Duren Sawit,01,2024-12-16,Desember,62.4,166,27,60,15:00
Jakarta Timur,Duren Sawit,Duren Sawit,15,2024-12-25,Desember,74.2,168,36,81,06:37
Jakarta Timur,Duren Sawit,Pondok Kelapa,03,2024-01-14,Januari,172.2,106,32,97,08:52
Jakarta Timur,Duren Sawit,Pondok Kelapa,11,2024-01-04,Januari,188.7,93,25,71,21:27
Jakarta Timur,Duren Sawit,Pondok Kelapa,02,2024-02-28,Februari,123.8,58,15,53,00:32
Jakarta Timur,Duren Sawit,Pondok Kelapa,01,2024-02-09,Februari,122.4,76,29,69,16:26
Jakarta Timur,Duren Sawit,Pondok Kelapa,04,2024-03-08,Maret,129.1,113,19,47,20:56
Jakarta Timur,Duren Sawit,Pondok Kelapa,13,2024-03-14,Maret,126.5,97,20,49,19:54
Jakarta Timur,Duren Sawit,Pondok Kelapa,05,2024-04-26,April,52.0,36,12,44,15:18
Jakarta Timur,Duren Sawit,Pondok Kelapa,07,2024-05-22,Mei,42.6,38,7,28,15:42
Jakarta Timur,Duren Sawit,Pondok Kelapa,01,2024-06-28,Juni,16.9,62,8,11,14:24
Jakarta Timur,Duren Sawit,Pondok Kelapa,03,2024-07-26,Juli,27.7,68,5,19,18:42
Jakarta Timur,Duren Sawit,Pondok Kelapa,14,2024-08-12,Agustus,37.7,52,0,15,17:01
Jakarta Timur,Duren Sawit,Pondok Kelapa,04,2024-09-22,September,54.5,43,7,29,23:07
Jakarta Timur,Duren Sawit,Pondok Kelapa,02,2024-10-11,Oktober,137.3,113,14,64,16:29
Jakarta Timur,Duren Sawit,Pondok Kelapa,09,2024-10-13,Oktober,142.7,136,22,51,10:50
Jakarta Timur,Duren Sawit,Pondok Kelapa,14,2024-11-04,November,192.7,196,30,62,05:34
Jakarta Timur,Duren Sawit,Pondok Kelapa,03,2024-11-09,November,197.7,206,34,43,11:27
Jakarta Timur,Duren Sawit,Pondok Kelapa,07,2024-12-03,Desember,68.9,161,27,69,21:59
Jakarta Timur,Duren Sawit,Pondok Kelapa,04,2024-12-03,Desember,75.8,164,38,66,19:00
Jakarta Timur,Duren Sawit,Pondok Kopi,06,2024-01-11,Januari,165.3,240,28,87,06:04
Jakarta Timur,Duren Sawit,Pondok Kopi,15,2024-01-22,Januari,151.0,236,27,87,04:42
Jakarta Timur,Duren Sawit,Pondok Kopi,07,2024-02-03,Februari,89.8,166,22,115,01:41
Jakarta Timur,Duren Sawit,Pondok Kopi,09,2024-02-23,Februari,81.9,178,22,122,03:38
Jakarta Timur,Duren Sawit,Pondok Kopi,12,2024-03-11,Maret,108.4,198,26,127,01:45
Jakarta Timur,Duren Sawit,Pondok Kopi,01,2024-03-12,Maret,134.3,198,40,112,13:52
Jakarta Timur,Duren Sawit,Pondok Kopi,06,2024-04-18,April,36.7,31,7,39,15:33
Jakarta Timur,Duren Sawit,Pondok Kopi,01,2024-05-16,Mei,22.6,9,7,13,13:27
Jakarta Timur,Duren Sawit,Pondok Kopi,11,2024-06-21,Juni,51.2,45,10,32,04:25
Jakarta Timur,Duren Sawit,Pondok Kopi,14,2024-07-05,Juli,3.5,40,7,25,17:19
Jakarta Timur,Duren Sawit,Pondok Kopi,04,2024-08-28,Agustus,52.7,32,6,45,11:18
Jakarta Timur,Duren Sawit,Pondok Kopi,12,2024-09-20,September,72.2,62,7,15,11:37
Jakarta Timur,Duren Sawit,Pondok Kopi,09,2024-10-19,Oktober,144.0,171,6,67,11:18
Jakarta Timur,Duren Sawit,Pondok Kopi,10,2024-10-16,Oktober,173.7,164,24,61,00:50
Jakarta Timur,Duren Sawit,Pondok Kopi,05,2024-11-16,November,188.8,196,22,92,00:14
Jakarta Timur,Duren Sawit,Pondok Kopi,06,2024-11-08,November,213.1,199,14,98,12:38
Jakarta Timur,Duren Sawit,Pondok Kopi,01,2024-12-07,Desember,171.1,174,15,116,10:43
Jakarta Timur,Duren Sawit,Pondok Kopi,04,2024-12-24,Desember,159.7,161,23,95,22:14
Jakarta Timur,Duren Sawit,Malaka Jaya,08,2024-01-08,Januari,85.2,205,42,90,19:58
Jakarta Timur,Duren Sawit,Malaka Jaya,14,2024-01-06,Januari,72.0,196,31,75,08:13
Jakarta Timur,Duren Sawit,Malaka Jaya,05,2024-02-13,Februari,146.2,190,9,58,03:33
Jakarta Timur,Duren Sawit,Malaka Jaya,09,2024-02-28,Februari,136.9,202,2,49,07:49
Jakarta Timur,Duren Sawit,Malaka Jaya,09,2024-03-02,Maret,140.3,234,32,115,17:20
Jakarta Timur,Duren Sawit,Malaka Jaya,11,2024-03-04,Maret,162.0,216,29,126,03:14
Jakarta Timur,Duren Sawit,Malaka Jaya,05,2024-04-06,April,47.0,8,12,26,18:59
Jakarta Timur,Duren Sawit,Malaka Jaya,15,2024-05-04,Mei,76.8,37,8,14,12:05
Jakarta Timur,Duren Sawit,Malaka Jaya,11,2024-06-12,Juni,26.1,8,7,8,00:35
Jakarta Timur,Duren Sawit,Malaka Jaya,12,2024-07-11,Juli,32.7,5,4,36,17:05
Jakarta Timur,Duren Sawit,Malaka Jaya,05,2024-08-28,Agustus,34.5,3,2,7,23:15
Jakarta Timur,Duren Sawit,Malaka Jaya,02,2024-09-10,September,4.5,35,11,23,13:28
Jakarta Timur,Duren Sawit,Malaka Jaya,15,2024-10-11,Oktober,63.7,129,23,82,12:30
Jakarta Timur,Duren Sawit,Malaka Jaya,03,2024-10-22,Oktober,39.6,131,21,88,01:16
Jakarta Timur,Duren Sawit,Malaka Jaya,08,2024-11-07,November,146.9,125,19,85,10:14
Jakarta Timur,Duren Sawit,Malaka Jaya,01,2024-11-02,November,164.7,104,13,87,13:15
Jakarta Timur,Duren Sawit,Malaka Jaya,06,2024-12-18,Desember,61.5,117,34,53,07:33
Jakarta Timur,Duren Sawit,Malaka Jaya,15,2024-12-14,Desember,45.5,136,29,75,04:21
Jakarta Timur,Duren Sawit,Malaka Sari,12,2024-01-09,Januari,51.6,105,11,75,13:38
Jakarta Timur,Duren Sawit,Malaka Sari,01,2024-01-15,Januari,77.5,84,24,72,07:46
Jakarta Timur,Duren Sawit,Malaka Sari,14,2024-02-05,Februari,199.7,194,3,89,13:06
Jakarta Timur,Duren Sawit,Malaka Sari,07,2024-02-23,Februari,195.4,179,4,109,06:14
Jakarta Timur,Duren Sawit,Malaka Sari,07,2024-03-13,Maret,72.0,122,16,98,19:13
Jakarta Timur,Duren Sawit,Malaka Sari,08,2024-03-01,Maret,50.1,104,14,102,02:48
Jakarta Timur,Duren Sawit,Malaka Sari,11,2024-04-25,April,5.4,41,12,33,16:46
